names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type
FKBP1A,5.342979,0.56499666,9.143148047925659e-08,6.040740141800747e-06,Helper 17 T cells
SOCS1,5.324159,0.71724445,1.0142101855372745e-07,6.670275988426739e-06,Helper 17 T cells
GPI,5.3183656,0.7630555,1.0470353236605891e-07,6.855001854319033e-06,Helper 17 T cells
SQSTM1,5.288358,0.5805461,1.2341906353817392e-07,7.972100135418921e-06,Helper 17 T cells
PLIN2,5.2865205,0.8113102,1.2466500648465458e-07,8.01679101700652e-06,Helper 17 T cells
ENTPD1,5.2797275,0.8661324,1.2937602994401796e-07,8.257235792599098e-06,Helper 17 T cells
ICAM3,5.215118,0.5776836,1.8370019216808833e-07,1.150631203671026e-05,Helper 17 T cells
DOK2,5.2119613,0.7571886,1.8685432825869017e-07,1.1653427911961156e-05,Helper 17 T cells
UBE2L6,5.1766,0.6911412,2.2596592157006612e-07,1.3972226150415754e-05,Helper 17 T cells
NCOR1,5.135565,0.59997976,2.812980211944771e-07,1.7173422230645104e-05,Helper 17 T cells
GRAMD1A,5.085739,1.0958744,3.6619731060760396e-07,2.1894664823063728e-05,Helper 17 T cells
BATF,5.068638,0.64268726,4.0067315236227366e-07,2.3857365603003037e-05,Helper 17 T cells
ERGIC3,5.0496583,0.86707926,4.426009547209426e-07,2.613874781166252e-05,Helper 17 T cells
WAS,5.0442243,0.59102136,4.5536498692421555e-07,2.6783235755310874e-05,Helper 17 T cells
CD40LG,5.034355,0.7685827,4.794604072758899e-07,2.808628596305608e-05,Helper 17 T cells
CALM3,5.0316777,0.54946053,4.862055791038646e-07,2.836656662924926e-05,Helper 17 T cells
ZAP70,4.9733014,0.6089692,6.582215905387047e-07,3.809523277401807e-05,Helper 17 T cells
PRDX2,4.9652305,0.58113754,6.86195843642606e-07,3.9556046460816204e-05,Helper 17 T cells
SAT1,4.9594765,0.5258699,7.068336455442947e-07,4.0423620622056916e-05,Helper 17 T cells
CALCOCO2,4.955681,0.81555647,7.207749005738243e-07,4.1058630064577415e-05,Helper 17 T cells
CAMK4,4.9541225,0.6117181,7.265745280203965e-07,4.122669351343968e-05,Helper 17 T cells
HMGN4,4.940577,1.3186169,7.789165221441391e-07,4.3852697116356224e-05,Helper 17 T cells
NUCB1,4.9350634,0.9009758,8.012481436043703e-07,4.493511391399858e-05,Helper 17 T cells
TIMP1,4.9293895,1.078524,8.248702921626038e-07,4.608126740270546e-05,Helper 17 T cells
HLA-DPA1,4.9249144,0.71944225,8.439735766615745e-07,4.696712954121662e-05,Helper 17 T cells
MAPKAPK3,4.9026184,1.4845275,9.456751404035895e-07,5.222509010114327e-05,Helper 17 T cells
SIT1,4.8949866,0.8852679,9.831230083145059e-07,5.4086717898488916e-05,Helper 17 T cells
APBB1IP,4.8833594,0.54732084,1.0429346022361453e-06,5.715992712028328e-05,Helper 17 T cells
NEDD9,4.8777657,0.9531543,1.0729431163836719e-06,5.858269415454848e-05,Helper 17 T cells
BIN1,4.875568,0.7323865,1.0849580774712602e-06,5.901600910876565e-05,Helper 17 T cells
PPP1R18,4.8440022,0.5360296,1.2724939325278907e-06,6.844503609571023e-05,Helper 17 T cells
KXD1,4.840726,1.1675653,1.2936565922779489e-06,6.892316643139143e-05,Helper 17 T cells
TIGIT,4.839727,1.2791169,1.300175682709323e-06,6.892316643139143e-05,Helper 17 T cells
NDUFS7,4.8304973,0.6472768,1.361925879291783e-06,7.191863338493726e-05,Helper 17 T cells
SF3B4,4.8009295,1.0559574,1.579309998179781e-06,8.249471611430777e-05,Helper 17 T cells
ASB2,4.739796,1.5078244,2.1393356706239097e-06,0.00010937826084189876,Helper 17 T cells
UBE2N,4.720617,0.62572783,2.351305071411918e-06,0.00011854018494166913,Helper 17 T cells
HLA-DRB1,4.71742,0.9209541,2.3885390597286914e-06,0.00011999920713616124,Helper 17 T cells
ANXA6,4.7064724,0.5876999,2.520402862430529e-06,0.00012575072074657697,Helper 17 T cells
NUDT21,4.6962833,1.007557,2.6493796845531146e-06,0.00013173152802680073,Helper 17 T cells
GBP5,4.6921678,0.642177,2.7032522509443e-06,0.00013394985211956533,Helper 17 T cells
PRDX3,4.688052,0.8544756,2.758175241972629e-06,0.0001362049064030784,Helper 17 T cells
BSG,4.6706314,0.5095746,3.0027549076344657e-06,0.00014677993499514556,Helper 17 T cells
RCSD1,4.665597,0.6885632,3.0772262221870714e-06,0.00014941069197592195,Helper 17 T cells
POLR2G,4.6576853,0.6914898,3.197844007835652e-06,0.00015474784264004699,Helper 17 T cells
DNPH1,4.655887,0.5599396,3.2258828303047935e-06,0.00015506743744744204,Helper 17 T cells
EMD,4.6501336,0.6784934,3.3172003756210555e-06,0.00015892904713530148,Helper 17 T cells
APH1A,4.646098,0.79431665,3.3827232045224645e-06,0.0001615334060931866,Helper 17 T cells
RHOF,4.640504,0.655493,3.4756025499277442e-06,0.00016523137474545356,Helper 17 T cells
NDUFS8,4.63507,0.5702857,3.56816653211974e-06,0.00016842879557324537,Helper 17 T cells
CMTM7,4.6288366,1.2262688,3.6772537024012305e-06,0.00017218829715224404,Helper 17 T cells
DPP7,4.6281576,0.62474656,3.689332782630789e-06,0.00017219663236091898,Helper 17 T cells
PIM2,4.617769,0.67659897,3.878879060723548e-06,0.00017988301644105456,Helper 17 T cells
HLA-DRB5,4.61637,2.4863482,3.905096848855025e-06,0.00018052027573828552,Helper 17 T cells
AIP,4.6064215,0.6644771,4.09658102869606e-06,0.00018816962191810569,Helper 17 T cells
MDH2,4.6018662,0.5623648,4.187221483022247e-06,0.00019172439125901547,Helper 17 T cells
TKT,4.5989094,0.7614608,4.247083538731962e-06,0.00019385189817638094,Helper 17 T cells
OTUB1,4.5685825,0.69182396,4.910338484961923e-06,0.00022342040106576748,Helper 17 T cells
CSK,4.5631886,0.58327913,5.038257644834845e-06,0.00022780796832223553,Helper 17 T cells
BAX,4.557155,0.583052,5.185117921951596e-06,0.0002329921466233467,Helper 17 T cells
GALM,4.5538387,0.67938644,5.267579205005076e-06,0.00023523643060869892,Helper 17 T cells
MRPL18,4.5501623,0.78105724,5.360449113643908e-06,0.00023864719453942678,Helper 17 T cells
CTSB,4.548844,0.5990521,5.394141553915513e-06,0.000239410534182833,Helper 17 T cells
URM1,4.539814,1.2302634,5.630392283992696e-06,0.00024913194482290615,Helper 17 T cells
ABI3,4.5329013,0.7434019,5.817899057815401e-06,0.0002566438459375946,Helper 17 T cells
IL16,4.5265884,0.8198022,5.994357957096156e-06,0.00026362421058122884,Helper 17 T cells
PTDSS1,4.521394,0.87089735,6.143375383379575e-06,0.00026935908612763356,Helper 17 T cells
DCTN2,4.487391,0.8414523,7.210070151877978e-06,0.0003132807958784458,Helper 17 T cells
FDFT1,4.484514,0.7466352,7.3080284889787e-06,0.00031658641978153537,Helper 17 T cells
PHB2,4.480159,0.51820993,7.458752051969522e-06,0.0003214932908043139,Helper 17 T cells
LDLRAD4,4.479959,0.5391188,7.465736796616869e-06,0.0003214932908043139,Helper 17 T cells
PPP2R1A,4.4786806,0.6274594,7.51058749026577e-06,0.0003224649566666333,Helper 17 T cells
DDOST,4.468092,0.72991836,7.892037988128107e-06,0.000337839933876407,Helper 17 T cells
RHOB,4.458902,1.4375842,8.238058402756179e-06,0.00035161199713710665,Helper 17 T cells
MPC2,4.41503,0.5562332,1.0099608972226198e-05,0.0004272843339740961,Helper 17 T cells
SEPHS2,4.411234,1.8684397,1.0278321071754524e-05,0.0004323169406605123,Helper 17 T cells
KDELR1,4.390696,0.87096393,1.1298826840901068e-05,0.00046977794701436075,Helper 17 T cells
GPR25,4.384823,1.5841027,1.1608029415967837e-05,0.00048125093873821955,Helper 17 T cells
ITGA4,4.376871,0.52135485,1.2039498960499194e-05,0.0004977128870270367,Helper 17 T cells
SUSD3,4.3686004,1.0691032,1.2504535272102144e-05,0.0005140003433296759,Helper 17 T cells
SCAND1,4.367721,0.5125686,1.2554955021547516e-05,0.0005146108901041671,Helper 17 T cells
RNF149,4.35078,0.5046928,1.3565424720994515e-05,0.0005488627503393413,Helper 17 T cells
TNFRSF14,4.32285,0.57635754,1.5402631787646517e-05,0.000612254613558949,Helper 17 T cells
MVP,4.3208523,0.98769456,1.5542763266555792e-05,0.0006161321690514953,Helper 17 T cells
ETHE1,4.3113027,0.7809933,1.6229548860174954e-05,0.000639851069367497,Helper 17 T cells
GATA3,4.2748623,0.7136666,1.9125530347133235e-05,0.0007399125630820074,Helper 17 T cells
P4HB,4.2572017,0.5147792,2.0700156060386153e-05,0.00078832650837168,Helper 17 T cells
CAT,4.2571616,1.1411543,2.0703854667305164e-05,0.00078832650837168,Helper 17 T cells
ARHGAP15,4.255963,0.6223425,2.0815105903636656e-05,0.0007904823289231464,Helper 17 T cells
PYCARD,4.254085,0.7201537,2.0990544575125212e-05,0.0007950580875850437,Helper 17 T cells
SDF4,4.2454944,0.52915657,2.181118764664773e-05,0.0008218387345295469,Helper 17 T cells
NR4A1,4.243896,0.6535446,2.196719706919581e-05,0.000825567206218686,Helper 17 T cells
HNRNPLL,4.241499,0.8595864,2.220320417886867e-05,0.0008322750291814788,Helper 17 T cells
CMTM3,4.2408996,0.7062908,2.2262581939124464e-05,0.000832344439475948,Helper 17 T cells
THRAP3,4.235106,0.5728977,2.2844412176049432e-05,0.0008479799154386133,Helper 17 T cells
LAIR1,4.21289,1.2370533,2.521238596157512e-05,0.0009306071746888531,Helper 17 T cells
TESC,4.2116914,1.896136,2.534657594062143e-05,0.0009331796623024209,Helper 17 T cells
ADA,4.2078557,0.90535814,2.5780563930531477e-05,0.0009467486789615735,Helper 17 T cells
EIF4H,4.1996646,0.52695256,2.6731086756660726e-05,0.0009766972077831415,Helper 17 T cells
FAM96A,4.187198,0.96264035,2.8241943881657847e-05,0.0010241420702348555,Helper 17 T cells
IFI27L2,4.1716948,0.5245688,3.023423072551957e-05,0.0010909204098941215,Helper 17 T cells
PPM1G,4.1555123,0.6893247,3.245591720344859e-05,0.001162358118208343,Helper 17 T cells
IL22,4.145763,2.4478033,3.386837948174492e-05,0.001204033372779772,Helper 17 T cells
C12orf75,4.127463,0.7159765,3.667872984453073e-05,0.0012912519273005232,Helper 17 T cells
ANXA7,4.117194,0.7957826,3.835127864758467e-05,0.0013403493979514554,Helper 17 T cells
CAPN2,4.1158357,0.77844906,3.8577897220839786e-05,0.0013450207105742912,Helper 17 T cells
DCTN3,4.1142373,0.60688937,3.884613462590132e-05,0.0013511171199571304,Helper 17 T cells
PMVK,4.103369,0.7868529,4.071764667236435e-05,0.0014094345208192339,Helper 17 T cells
PIN1,4.091742,0.5553715,4.2814484022999395e-05,0.001474958974592329,Helper 17 T cells
ANAPC11,4.089025,0.5136251,4.3319024721668644e-05,0.001485267698336075,Helper 17 T cells
GBP2,4.0701256,0.57834846,4.698780861310308e-05,0.0016034589689221427,Helper 17 T cells
HINT2,4.0580187,1.0440953,4.949079745173049e-05,0.001684899643127267,Helper 17 T cells
GPS1,4.0401983,0.9582178,5.340605936455306e-05,0.0018139255233467562,Helper 17 T cells
SF3A2,3.9985235,0.5655866,6.373883727912545e-05,0.002124970591225037,Helper 17 T cells
ATP6V0E2,3.9884145,0.920158,6.65163469438229e-05,0.0022114893892008097,Helper 17 T cells
PNPLA2,3.9846587,0.83165693,6.757719178032995e-05,0.002227276509953517,Helper 17 T cells
NAPA,3.9797041,0.5417337,6.900110907547298e-05,0.002269038743665951,Helper 17 T cells
ANKRD10,3.9781857,0.8591114,6.944312275079147e-05,0.0022755336981761113,Helper 17 T cells
TWF2,3.9685962,0.5833534,7.229728102770385e-05,0.0023454469936992086,Helper 17 T cells
DENND1C,3.963362,1.017933,7.390163077801348e-05,0.0023921313103514026,Helper 17 T cells
BTG3,3.9565692,0.5384545,7.603384757293361e-05,0.002450186504527342,Helper 17 T cells
SHKBP1,3.9558501,0.8291186,7.626298663820687e-05,0.0024521092303738117,Helper 17 T cells
RPS6KA1,3.949497,1.0270697,7.831560047158058e-05,0.0025068648942177182,Helper 17 T cells
PPP5C,3.9258428,1.2393129,8.642660711589105e-05,0.002712595614663401,Helper 17 T cells
CYC1,3.9052253,0.8543072,9.413767432003782e-05,0.0029229141839841786,Helper 17 T cells
SNRPC,3.9022684,0.6889251,9.529539118141283e-05,0.002937556470139111,Helper 17 T cells
DBNL,3.9019487,0.61462903,9.542135192241221e-05,0.002937556470139111,Helper 17 T cells
TSEN54,3.8987923,0.6320866,9.667368455702955e-05,0.0029697909593538446,Helper 17 T cells
NUDT5,3.896235,0.73039865,9.76995944868326e-05,0.002988616136638438,Helper 17 T cells
TSC22D4,3.8886032,0.68175125,0.00010082274878403668,0.0030711670571710037,Helper 17 T cells
TBRG1,3.8866456,0.5955905,0.00010163903522947589,0.003083050735294102,Helper 17 T cells
SRPK2,3.8784144,1.0424503,0.0001051394999108725,0.003162709821643273,Helper 17 T cells
MPG,3.874259,0.6980661,0.00010694964522850299,0.003210486341931971,Helper 17 T cells
MIEN1,3.8735797,0.6052988,0.00010724831622853229,0.003212786516585163,Helper 17 T cells
PNP,3.865868,0.57512766,0.00011069475862572247,0.0032820542265483165,Helper 17 T cells
DNAJB4,3.8609533,0.8648086,0.00011294542463046734,0.0033351170387310855,Helper 17 T cells
BNIP3L,3.857677,1.014719,0.00011446977392132453,0.0033732447227446936,Helper 17 T cells
STARD3,3.8486469,1.3529017,0.00011877208692124756,0.0034929132635437626,Helper 17 T cells
OPTN,3.83658,0.58496267,0.00012475956764278684,0.003661554126213961,Helper 17 T cells
CHMP2A,3.832904,0.51139444,0.00012663938075622479,0.003709200810044163,Helper 17 T cells
ALKBH7,3.8295476,0.6546642,0.00012837901817102626,0.0037525576038718767,Helper 17 T cells
TMEM173,3.8259115,0.60025334,0.000130289029363203,0.003800709608581016,Helper 17 T cells
PTTG1,3.820118,0.90132785,0.00013338787902739057,0.0038677138710367016,Helper 17 T cells
ANXA5,3.8182,0.51006705,0.00013442891320209502,0.003890103890242225,Helper 17 T cells
APEH,3.7975824,1.6805103,0.00014611416048779417,0.004194694024003758,Helper 17 T cells
ZCRB1,3.7754865,0.8891728,0.0001596956342260377,0.004566474568412133,Helper 17 T cells
HADHA,3.7689736,0.53882444,0.00016392018430589313,0.0046505120523960145,Helper 17 T cells
JOSD2,3.756747,1.1483376,0.00017213638057510738,0.00485505124861838,Helper 17 T cells
ZFAND2A,3.753071,0.84586495,0.00017468136468424528,0.004917246431160204,Helper 17 T cells
MLF2,3.720946,0.6203607,0.00019847789221363944,0.005545725129572385,Helper 17 T cells
IL26,3.7193077,1.1615292,0.00019976951667055156,0.005569296987873238,Helper 17 T cells
STX10,3.7113965,1.1805887,0.00020611903571249567,0.005713287984145785,Helper 17 T cells
ABI1,3.7063618,0.67286015,0.00021025782107935855,0.005805764147322976,Helper 17 T cells
AUP1,3.7048035,0.58461714,0.0002115546091065248,0.005808318100877243,Helper 17 T cells
TMEM14C,3.7000089,0.5683029,0.00021559199458428876,0.005884759907413141,Helper 17 T cells
PLD3,3.6871428,1.069167,0.00022678609411716483,0.00612195521600981,Helper 17 T cells
CLTB,3.6849053,0.54271144,0.00022878773425953993,0.006144504636048365,Helper 17 T cells
NUTF2,3.683187,0.58516634,0.00023033594931452952,0.006165147589277753,Helper 17 T cells
CSRNP1,3.6829875,0.5029553,0.00023051661108571873,0.006165147589277753,Helper 17 T cells
GLUD1,3.681469,0.76770234,0.0002318939928271801,0.006190542771617101,Helper 17 T cells
SCNM1,3.679591,1.205144,0.00023360828114734705,0.006224821767810248,Helper 17 T cells
SCAMP2,3.6718395,0.6212113,0.00024081091889871018,0.0064049507087232315,Helper 17 T cells
SMAP1,3.6582143,0.6659386,0.00025397861681318394,0.006705869720200654,Helper 17 T cells
EMC4,3.6542187,0.5567574,0.00025796633035432304,0.006798751974310929,Helper 17 T cells
UQCRC1,3.648385,0.7478997,0.0002638939376788371,0.00694232978959108,Helper 17 T cells
PGLS,3.6418722,0.5796663,0.0002706625080024573,0.007094593891825279,Helper 17 T cells
DDRGK1,3.6391551,0.886074,0.0002735340264366638,0.007131105997319079,Helper 17 T cells
C17orf49,3.6281672,0.9883472,0.0002854405356156665,0.0074281278953652495,Helper 17 T cells
CCT7,3.6241715,0.5482754,0.00028988929716653106,0.007528488505714049,Helper 17 T cells
RRP7A,3.622773,0.9233324,0.0002914616496592691,0.0075441120016457325,Helper 17 T cells
GRSF1,3.609947,0.72914654,0.00030625967150218813,0.007842957853035681,Helper 17 T cells
MMADHC,3.589689,0.59732246,0.0003310727284578266,0.008463412205046454,Helper 17 T cells
RCN2,3.5870519,0.83310056,0.0003344378234931093,0.008519332514298941,Helper 17 T cells
RSU1,3.584095,0.76788014,0.0003382488555156708,0.00858618015869516,Helper 17 T cells
ATXN10,3.5634775,0.775192,0.0003659740103645908,0.009225222919800111,Helper 17 T cells
ADIPOR1,3.5335503,0.6904249,0.00041001828759163405,0.010263935299590576,Helper 17 T cells
DCPS,3.5274768,1.269962,0.00041954057093731596,0.01046609055326211,Helper 17 T cells
MRPL37,3.526278,1.1224191,0.00042144420565018827,0.010495484012999266,Helper 17 T cells
CKS2,3.5206842,0.6019342,0.00043043496103396334,0.010682613123842907,Helper 17 T cells
MAP4K1,3.5101357,0.6533303,0.00044787811932912256,0.011058615202343131,Helper 17 T cells
SUMO3,3.5059803,0.5541108,0.00045492907385718504,0.011175498759999338,Helper 17 T cells
FAS,3.4944327,0.6268939,0.000475070237653529,0.011572039172742273,Helper 17 T cells
EIF1AY,3.493154,1.6725057,0.0004773508396549486,0.011608049241962105,Helper 17 T cells
DCXR,3.4807677,0.5766428,0.0004999789873927097,0.012097317673219258,Helper 17 T cells
LUC7L2,3.4726565,0.68790966,0.000515334462748081,0.012406612881034914,Helper 17 T cells
MPST,3.4689806,1.3640169,0.0005224373648313286,0.012535897565082079,Helper 17 T cells
PARVB,3.426307,1.5415002,0.000611848415038621,0.0144182975850062,Helper 17 T cells
APEX1,3.4121225,0.56243676,0.0006445915045065171,0.01511603643226061,Helper 17 T cells
STOML2,3.4008946,0.6952315,0.0006716569878855376,0.015725250740640524,Helper 17 T cells
FAM32A,3.3954606,0.683738,0.0006851323285044804,0.015988999453437625,Helper 17 T cells
CD58,3.3777997,0.5905701,0.0007306824355835672,0.01699717710684668,Helper 17 T cells
SNRPA,3.375802,0.5872618,0.000736008601515719,0.017093593026213383,Helper 17 T cells
ARL2BP,3.3695288,0.54465556,0.0007529680636041532,0.0174594469748213,Helper 17 T cells
SEC13,3.367651,0.62217045,0.0007581152457704905,0.017550671185685162,Helper 17 T cells
FDPS,3.3664923,0.69185764,0.0007613074454384905,0.017568353154783924,Helper 17 T cells
RPIA,3.3654532,1.0499575,0.0007641800236802708,0.017606561723932865,Helper 17 T cells
SMCO4,3.3567429,0.85252553,0.0007886644381235212,0.018084288043120806,Helper 17 T cells
TMUB1,3.3465939,0.630202,0.0008181098208900988,0.018689726486569882,Helper 17 T cells
MAT2B,3.3458745,0.5007488,0.0008202347307327304,0.018689726486569882,Helper 17 T cells
NABP2,3.3379233,0.98672354,0.0008440704785219314,0.01920260338637394,Helper 17 T cells
ANKRD37,3.3292527,0.6767125,0.0008707934535840507,0.01964230670587648,Helper 17 T cells
DAPK2,3.329013,0.943149,0.000871543362027279,0.01964230670587648,Helper 17 T cells
HTATSF1,3.305998,0.6448753,0.0009463873781638529,0.021229889883182616,Helper 17 T cells
GADD45G,3.3029613,0.86813384,0.0009566956142230014,0.02141003693244144,Helper 17 T cells
OVCA2,3.2680793,1.1377127,0.0010827998866802472,0.023773947739569798,Helper 17 T cells
HLA-DMA,3.2585697,1.342334,0.0011197534690744356,0.024400170096442783,Helper 17 T cells
SLC44A2,3.2575707,0.7684486,0.0011237020821212374,0.024449391618364187,Helper 17 T cells
ASNA1,3.2508981,0.5609851,0.0011504107936408,0.024894847951038884,Helper 17 T cells
CDKN1A,3.248181,0.53999275,0.0011614533444222618,0.025007542322091823,Helper 17 T cells
RAB8A,3.2377524,0.5061798,0.001204753059240907,0.025786349133367872,Helper 17 T cells
OS9,3.228123,0.65815437,0.001246054179640065,0.026552515353773346,Helper 17 T cells
NSMCE1,3.2228887,0.7171722,0.0012690488737103585,0.02700274728487526,Helper 17 T cells
NENF,3.2002332,0.6576863,0.0013731638413707196,0.028920389549916943,Helper 17 T cells
CDC123,3.1901643,0.69862264,0.0014219194145206236,0.02985415707683641,Helper 17 T cells
CD38,3.181294,1.1227437,0.0014661878355002869,0.030524132074609567,Helper 17 T cells
TRIB2,3.1802151,1.1312066,0.0014716576067807072,0.030571161670334353,Helper 17 T cells
RNF187,3.1671095,0.5553203,0.0015396238838051432,0.0316882190252868,Helper 17 T cells
CDKN2A,3.1612759,0.93717587,0.0015707971620249886,0.0321795786442941,Helper 17 T cells
NDUFA8,3.1535642,1.0864677,0.0016128977293692081,0.032776709615509936,Helper 17 T cells
PSMC4,3.1447337,0.54981434,0.0016623803374591225,0.03368764860321575,Helper 17 T cells
MTHFD2,3.1440146,0.55869365,0.0016664714898269317,0.03370382315573011,Helper 17 T cells
TMEM14A,3.1437747,1.1236023,0.0016678372644621437,0.03370382315573011,Helper 17 T cells
CNPPD1,3.1420567,0.69783473,0.0016776554925566325,0.03385494745021188,Helper 17 T cells
